timestamp,usage_kwh,hour,day_of_week,is_weekend
2025-01-01 00:00:00,11.04602851137225,0,2,0
2025-01-01 01:00:00,15.739802367490114,1,2,0
2025-01-01 02:00:00,15.424865019431559,2,2,0
2025-01-01 03:00:00,12.192219869979779,3,2,0
2025-01-01 04:00:00,10.975789609433503,4,2,0
2025-01-01 05:00:00,13.133847979669117,5,2,0
2025-01-01 06:00:00,11.086937683910856,6,2,0
2025-01-01 07:00:00,9.31502566764768,7,2,0
2025-01-01 08:00:00,67.95735147351225,8,2,0
2025-01-01 09:00:00,69.72460907171973,9,2,0
2025-01-01 10:00:00,61.81434386640986,10,2,0
2025-01-01 11:00:00,69.22624254578078,11,2,0
2025-01-01 12:00:00,54.96168391756029,12,2,0
2025-01-01 13:00:00,53.15763287721284,13,2,0
2025-01-01 14:00:00,58.9820250684037,14,2,0
2025-01-01 15:00:00,57.328504142810175,15,2,0
2025-01-01 16:00:00,54.2707336132499,16,2,0
2025-01-01 17:00:00,59.56613142968213,17,2,0
2025-01-01 18:00:00,56.86759672453542,18,2,0
2025-01-01 19:00:00,11.819078588495008,19,2,0
2025-01-01 20:00:00,16.201984133011976,20,2,0
2025-01-01 21:00:00,9.915562578581866,21,2,0
2025-01-01 22:00:00,7.3306539313818675,22,2,0
2025-01-01 23:00:00,12.385342725437093,23,2,0
2025-01-02 00:00:00,10.461755986831948,0,3,0
2025-01-02 01:00:00,13.895698061795995,1,3,0
2025-01-02 02:00:00,10.988740517995051,2,3,0
2025-01-02 03:00:00,8.201235209041883,3,3,0
2025-01-02 04:00:00,11.49082493056038,4,3,0
2025-01-02 05:00:00,12.813778485554106,5,3,0
2025-01-02 06:00:00,10.474027659101509,6,3,0
2025-01-02 07:00:00,11.449922173266208,7,3,0
2025-01-02 08:00:00,69.4082605146322,8,3,0
2025-01-02 09:00:00,66.820718218902,9,3,0
2025-01-02 10:00:00,62.13808150063237,10,3,0
2025-01-02 11:00:00,58.99623349058357,11,3,0
2025-01-02 12:00:00,54.5227642018279,12,3,0
2025-01-02 13:00:00,57.12729903102948,13,3,0
2025-01-02 14:00:00,58.02249417977192,14,3,0
2025-01-02 15:00:00,65.48950588405731,15,3,0
2025-01-02 16:00:00,56.534066848753504,16,3,0
2025-01-02 17:00:00,53.368161858346625,17,3,0
2025-01-02 18:00:00,52.01867539489125,18,3,0
2025-01-02 19:00:00,7.354339257573207,19,3,0
2025-01-02 20:00:00,13.419367001729922,20,3,0
2025-01-02 21:00:00,16.323394542412537,21,3,0
2025-01-02 22:00:00,12.65051741861648,22,3,0
2025-01-02 23:00:00,17.151006916944215,23,3,0
2025-01-03 00:00:00,8.87865235421549,0,4,0
2025-01-03 01:00:00,14.162502018898321,1,4,0
2025-01-03 02:00:00,7.90446078811487,2,4,0
2025-01-03 03:00:00,13.28919466174919,3,4,0
2025-01-03 04:00:00,9.03218196869019,4,4,0
2025-01-03 05:00:00,15.088001461371116,5,4,0
2025-01-03 06:00:00,12.451209711204653,6,4,0
2025-01-03 07:00:00,9.168430334695222,7,4,0
2025-01-03 08:00:00,62.12594650858107,8,4,0
2025-01-03 09:00:00,46.02838145431042,9,4,0
2025-01-03 10:00:00,58.653782730094434,10,4,0
2025-01-03 11:00:00,74.46807320780293,11,4,0
2025-01-03 12:00:00,54.82320586479185,12,4,0
2025-01-03 13:00:00,54.03715142228803,13,4,0
2025-01-03 14:00:00,61.6075285908558,14,4,0
2025-01-03 15:00:00,60.773858854839624,15,4,0
2025-01-03 16:00:00,66.58577444907525,16,4,0
2025-01-03 17:00:00,57.11915391562945,17,4,0
2025-01-03 18:00:00,62.90153164292015,18,4,0
2025-01-03 19:00:00,11.201430608982218,19,4,0
2025-01-03 20:00:00,11.49783241438626,20,4,0
2025-01-03 21:00:00,11.898916843017647,21,4,0
2025-01-03 22:00:00,15.605297969263326,22,4,0
2025-01-03 23:00:00,12.35215698279084,23,4,0
2025-01-04 00:00:00,0.10348006121353137,0,5,1
2025-01-04 01:00:00,3.724964213802057,1,5,1
2025-01-04 02:00:00,3.3636324292958952,2,5,1
2025-01-04 03:00:00,2.6150989415130543,3,5,1
2025-01-04 04:00:00,2.529966225618734,4,5,1
2025-01-04 05:00:00,3.7434231049370084,5,5,1
2025-01-04 06:00:00,2.2397973189453593,6,5,1
2025-01-04 07:00:00,1.5632641808233176,7,5,1
2025-01-04 08:00:00,10.052695990942379,8,5,1
2025-01-04 09:00:00,12.110157865084942,9,5,1
2025-01-04 10:00:00,12.987957175019163,10,5,1
2025-01-04 11:00:00,10.730922286895307,11,5,1
2025-01-04 12:00:00,12.748618618161084,12,5,1
2025-01-04 13:00:00,12.466524523206562,13,5,1
2025-01-04 14:00:00,11.815927759881637,14,5,1
2025-01-04 15:00:00,12.900473843204933,15,5,1
2025-01-04 16:00:00,15.668370973111438,16,5,1
2025-01-04 17:00:00,9.489053125195621,17,5,1
2025-01-04 18:00:00,10.556969800566497,18,5,1
2025-01-04 19:00:00,0.0,19,5,1
2025-01-04 20:00:00,3.3493127882031626,20,5,1
2025-01-04 21:00:00,2.204530325697946,21,5,1
2025-01-04 22:00:00,3.888436459991761,22,5,1
2025-01-04 23:00:00,3.5139447323512574,23,5,1
2025-01-05 00:00:00,2.489911555985748,0,6,1
2025-01-05 01:00:00,2.260315428146076,1,6,1
2025-01-05 02:00:00,1.4193217409005434,2,6,1
2025-01-05 03:00:00,4.529049890027155,3,6,1
2025-01-05 04:00:00,1.9466826857340047,4,6,1
2025-01-05 05:00:00,5.5784054183819896,5,6,1
2025-01-05 06:00:00,3.6268456186247624,6,6,1
2025-01-05 07:00:00,4.179113187325391,7,6,1
2025-01-05 08:00:00,8.298542856220704,8,6,1
2025-01-05 09:00:00,14.984222336955824,9,6,1
2025-01-05 10:00:00,10.721074587635036,10,6,1
2025-01-05 11:00:00,9.722228971867223,11,6,1
2025-01-05 12:00:00,13.569350449707914,12,6,1
2025-01-05 13:00:00,13.976232701973782,13,6,1
2025-01-05 14:00:00,8.62771296407224,14,6,1
2025-01-05 15:00:00,8.991474374453388,15,6,1
2025-01-05 16:00:00,11.16352932065025,16,6,1
2025-01-05 17:00:00,8.78274882561125,17,6,1
2025-01-05 18:00:00,13.911758832159416,18,6,1
2025-01-05 19:00:00,2.530689067513203,19,6,1
2025-01-05 20:00:00,0.46295897017007986,20,6,1
2025-01-05 21:00:00,2.8930034285513972,21,6,1
2025-01-05 22:00:00,2.320407935768144,22,6,1
2025-01-05 23:00:00,1.5794421100070957,23,6,1
2025-01-06 00:00:00,9.38755529741203,0,0,0
2025-01-06 01:00:00,10.87681937790428,1,0,0
2025-01-06 02:00:00,11.942665905708713,2,0,0
2025-01-06 03:00:00,13.422987799194056,3,0,0
2025-01-06 04:00:00,14.371757702562602,4,0,0
2025-01-06 05:00:00,11.702021608092231,5,0,0
2025-01-06 06:00:00,9.739487184855053,6,0,0
2025-01-06 07:00:00,13.16374453704559,7,0,0
2025-01-06 08:00:00,69.01212670856852,8,0,0
2025-01-06 09:00:00,59.385551937553515,9,0,0
2025-01-06 10:00:00,64.0155987918684,10,0,0
2025-01-06 11:00:00,63.789102272872725,11,0,0
2025-01-06 12:00:00,62.28091574819371,12,0,0
2025-01-06 13:00:00,66.88943685904836,13,0,0
2025-01-06 14:00:00,43.57272145831457,14,0,0
2025-01-06 15:00:00,66.57311208911835,15,0,0
2025-01-06 16:00:00,55.28220386143396,16,0,0
2025-01-06 17:00:00,68.84263964131297,17,0,0
2025-01-06 18:00:00,62.091593848966994,18,0,0
2025-01-06 19:00:00,13.049551555998406,19,0,0
2025-01-06 20:00:00,13.074169236447458,20,0,0
2025-01-06 21:00:00,12.033633370034991,21,0,0
2025-01-06 22:00:00,9.73162041239843,22,0,0
2025-01-06 23:00:00,12.856176799592433,23,0,0
2025-01-07 00:00:00,11.807303493073439,0,1,0
2025-01-07 01:00:00,12.23053017346435,1,1,0
2025-01-07 02:00:00,13.404100599011013,2,1,0
2025-01-07 03:00:00,9.76278479651548,3,1,0
2025-01-07 04:00:00,13.579720708419218,4,1,0
2025-01-07 05:00:00,12.928838901907426,5,1,0
2025-01-07 06:00:00,9.136570711962772,6,1,0
2025-01-07 07:00:00,12.127120515829034,7,1,0
2025-01-07 08:00:00,64.77945350386506,8,1,0
2025-01-07 09:00:00,69.405761533931,9,1,0
2025-01-07 10:00:00,58.8647370734068,10,1,0
2025-01-07 11:00:00,65.16345342009566,11,1,0
2025-01-07 12:00:00,61.40571320598299,12,1,0
2025-01-07 13:00:00,52.459390765531055,13,1,0
2025-01-07 14:00:00,59.889891210063176,14,1,0
2025-01-07 15:00:00,59.725480317773034,15,1,0
2025-01-07 16:00:00,65.56442829207836,16,1,0
2025-01-07 17:00:00,60.0670602794215,17,1,0
2025-01-07 18:00:00,63.6106243423094,18,1,0
2025-01-07 19:00:00,9.50454310513083,19,1,0
2025-01-07 20:00:00,9.656831901179043,20,1,0
2025-01-07 21:00:00,9.84960235706341,21,1,0
2025-01-07 22:00:00,9.153939271945756,22,1,0
2025-01-07 23:00:00,7.115336335830851,23,1,0
2025-01-08 00:00:00,10.837921283148882,0,2,0
2025-01-08 01:00:00,8.735425387295816,1,2,0
2025-01-08 02:00:00,9.702487124353302,2,2,0
2025-01-08 03:00:00,11.54920569496704,3,2,0
2025-01-08 04:00:00,14.793738567018815,4,2,0
2025-01-08 05:00:00,9.368300526412929,5,2,0
2025-01-08 06:00:00,13.037354291338591,6,2,0
2025-01-08 07:00:00,10.749891417668119,7,2,0
2025-01-08 08:00:00,62.86444418287196,8,2,0
2025-01-08 09:00:00,64.88854540251508,9,2,0
2025-01-08 10:00:00,61.1354219619121,10,2,0
2025-01-08 11:00:00,52.3486028199718,11,2,0
2025-01-08 12:00:00,61.08325318758523,12,2,0
2025-01-08 13:00:00,53.03581172784717,13,2,0
2025-01-08 14:00:00,58.420488979525274,14,2,0
2025-01-08 15:00:00,54.916569223810455,15,2,0
2025-01-08 16:00:00,60.6587508754997,16,2,0
2025-01-08 17:00:00,68.94236726550007,17,2,0
2025-01-08 18:00:00,51.56837403908313,18,2,0
2025-01-08 19:00:00,11.640647168986101,19,2,0
2025-01-08 20:00:00,12.435073985851249,20,2,0
2025-01-08 21:00:00,9.255738036279357,21,2,0
2025-01-08 22:00:00,13.47891055126235,22,2,0
2025-01-08 23:00:00,14.21979393787707,23,2,0
2025-01-09 00:00:00,15.694325248846127,0,3,0
2025-01-09 01:00:00,14.965615382216571,1,3,0
2025-01-09 02:00:00,13.085819067748156,2,3,0
2025-01-09 03:00:00,10.873997107780909,3,3,0
2025-01-09 04:00:00,10.266324531139775,4,3,0
2025-01-09 05:00:00,12.032867966507062,5,3,0
2025-01-09 06:00:00,9.967557148441314,6,3,0
2025-01-09 07:00:00,13.577221513595061,7,3,0
